email,fullName,phone,cardToken,maskedPan,expiry,brand,issuerCountryCode,issuerCountryName,amount,createdAt,txExternalId
user0035@example.com,Kateryna Melnyk,+380845811418,tok_000046,3792********3467,01/26,AMEX,RO,Romania,442.86,2026-01-29T13:40:42.5436435Z,tx_31bf6de1b049411dba31fc61a51eef46
user0015@example.com,Iryna Bondarenko,+380767090001,tok_000051,4240********4128,07/26,AMEX,ES,Spain,152.6,2026-02-16T05:14:42.5436435Z,tx_cdaae43a48b24d2294500504e98831e4
user0001@example.com,Iryna Bondarenko,+380661429049,tok_000106,5400********5439,01/26,AMEX,GB,United Kingdom,124.46,2026-02-05T05:35:42.5436435Z,tx_2dcea057a5a1461f8c79a8b16e456f75
user0034@example.com,Sofia Tkachenko,+380603035887,tok_000012,1294********4924,03/34,AMEX,IT,Italy,460.79,2026-01-27T11:04:42.5436435Z,tx_367d1d0aa9e847e7ba42f7e776077b2e
user0027@example.com,Daria Bondarenko,+380665043708,tok_000023,1530********8964,11/33,AMEX,ES,Spain,33.87,2026-02-12T14:51:42.5436435Z,tx_9d41889e86a44b4a80c751232ee6748a
user0020@example.com,Anna Melnyk,+380737588498,tok_000086,6756********6921,12/31,AMEX,UA,Ukraine,345.66,2026-01-20T17:45:42.5436435Z,tx_2269ea73ce1440eca692ef12898b4f88
user0028@example.com,Olena Shevchenko,+380773767334,tok_000077,4481********1291,06/31,VISA,UA,Ukraine,298.22,2026-01-31T04:09:42.5436435Z,tx_c57e6e50089e455eb5a0ecb26290697b
user0015@example.com,Kateryna Shevchenko,+380606891315,tok_000034,6345********7040,11/34,AMEX,ES,Spain,11.52,2026-02-01T01:06:42.5436435Z,tx_43de938ca41b47d1b12246ba458c22fe
user0012@example.com,Iryna Bondarenko,+380518915101,tok_000081,6246********0851,03/26,VISA,PL,Poland,27.38,2026-01-27T21:37:42.5436435Z,tx_f31058a04e1b409f931c06b936379249
user0026@example.com,Vika Kravchenko,+380703046218,tok_000089,1455********6692,10/32,VISA,UA,Ukraine,297.93,2026-01-29T02:59:42.5436435Z,tx_31fb4fbf1ec94df9b65adce7430d8248
user0009@example.com,Iryna Kravchenko,+380751407713,tok_000002,1071********0458,08/29,MASTERCARD,DE,Germany,126.93,2026-02-12T10:34:42.5436435Z,tx_9b422418801a4b5a83b03996a51c2bb9
user0021@example.com,Maria Tkachenko,+380708503804,tok_000004,3411********6896,09/31,MASTERCARD,UA,Ukraine,477.09,2026-01-23T08:48:42.5436435Z,tx_0efef4bd02d148e3b563f7783aedb8ac
user0012@example.com,Sofia Koval,+380704718064,tok_000074,5069********0793,07/27,MASTERCARD,IT,Italy,218.02,2026-02-11T23:46:42.5436435Z,tx_d9b671381c46455bb59e27433d2dddca
user0030@example.com,Vika Melnyk,+380993955900,tok_000000,3259********1797,01/27,VISA,FR,France,250.65,2026-02-02T00:02:42.5436435Z,tx_6a90e032256141c58cf796a3798946b3
user0028@example.com,Sofia Tkachenko,+380747020711,tok_000005,4337********6888,12/34,AMEX,UA,Ukraine,210.41,2026-02-14T08:54:42.5436435Z,tx_0c1da3a7da9e41468f0a0cb6a4a6a8cb
user0014@example.com,Iryna Koval,+380852999645,tok_000048,1643********5860,05/30,VISA,UA,Ukraine,91.16,2026-01-21T11:23:42.5436435Z,tx_dd05e31ae0124f9d8505b08205fd11d1
user0016@example.com,Iryna Melnyk,+380991565452,tok_000001,2213********6094,11/29,AMEX,US,United States,288.16,2026-02-04T19:27:42.5436435Z,tx_57aaffd83742444bbe0438d99a780dac
user0011@example.com,Olena Shevchenko,+380833078869,tok_000026,1077********6492,06/33,MASTERCARD,CZ,Czechia,237.66,2026-02-14T07:59:42.5436435Z,tx_7ab5d19b55d6483ab2ab1fb97855aab3
user0026@example.com,Anna Kravchenko,+380664406954,tok_000058,0150********4953,05/28,AMEX,DE,Germany,447.59,2026-02-02T16:45:42.5436435Z,tx_0bdb6b097208406593f4b0962ea8dfef
user0030@example.com,Sofia Bondarenko,+380634777381,tok_000087,1627********8381,01/34,VISA,PL,Poland,205.51,2026-02-09T14:55:42.5436435Z,tx_3859a5a700d24225847a1b305ea1b8d9
user0010@example.com,Anna Melnyk,+380933210490,tok_000039,5947********4458,09/29,AMEX,DE,Germany,377.41,2026-01-27T08:30:42.5436435Z,tx_32ddf52b9f9e42788f1c6a359d24c6e2
user0034@example.com,Olena Kravchenko,+380648238166,tok_000049,5640********2738,10/33,AMEX,DE,Germany,465.88,2026-02-01T21:44:42.5436435Z,tx_7a4b1b238ead44339d28ea3459c837fc
user0029@example.com,Iryna Kravchenko,+380653450649,tok_000017,8894********9899,02/30,AMEX,IT,Italy,250.27,2026-02-07T20:48:42.5436435Z,tx_2686a54165504e77924d55e597b2bb85
user0039@example.com,Iryna Shevchenko,+380782066999,tok_000083,6022********6161,09/26,AMEX,CZ,Czechia,389.82,2026-02-16T12:02:42.5436435Z,tx_e0b8e92a813c488eb541f5fc0aa552e7
user0001@example.com,Kateryna Kravchenko,+380970164738,tok_000094,7413********1911,06/28,MASTERCARD,ES,Spain,284.95,2026-01-21T11:49:42.5436435Z,tx_f494fbb6a9374dd4b81684d8fc32529f
user0016@example.com,Iryna Shevchenko,+380808010651,tok_000034,7210********7905,04/31,AMEX,CZ,Czechia,263.8,2026-02-06T08:38:42.5436435Z,tx_049bccee296b4176ad9527157d891719
user0038@example.com,Olena Melnyk,+380710593806,tok_000014,0458********8669,12/29,VISA,FR,France,311.15,2026-01-23T20:28:42.5436435Z,tx_7ca0c9606219439cabec8f0ee60dc5c0
user0049@example.com,Maria Shevchenko,+380933339159,tok_000008,7055********2001,11/27,AMEX,FR,France,257.76,2026-02-04T06:12:42.5436435Z,tx_3f7372e0140b49908cbd9ec9aabdd31b
user0033@example.com,Vika Bondarenko,+380820905961,tok_000067,6482********2107,11/32,AMEX,US,United States,220.63,2026-02-07T14:45:42.5436435Z,tx_f5bcec9944784f4a85097b7778dc4c50
user0017@example.com,Maria Tkachenko,+380538946416,tok_000113,1006********3809,11/28,VISA,ES,Spain,15.14,2026-01-27T20:49:42.5436435Z,tx_561ff448bc9143f6846815db8f1b87e1
user0033@example.com,Iryna Tkachenko,+380917636431,tok_000109,9800********3770,06/28,MASTERCARD,PL,Poland,208.14,2026-02-01T13:52:42.5436435Z,tx_b85b17f0345a4cbaa4b5d382e46adbe2
user0035@example.com,Daria Koval,+380608183427,tok_000097,6429********5732,10/28,AMEX,RO,Romania,223.27,2026-01-28T15:21:42.5436435Z,tx_acf3114259de4931b6740db8ec6e26e4
user0016@example.com,Anna Shevchenko,+380641427427,tok_000066,9854********7187,10/30,VISA,DE,Germany,417.42,2026-02-17T08:40:42.5436435Z,tx_e3eeb4916d6c463c95b767791fbba379
user0016@example.com,Maria Bondarenko,+380643257334,tok_000006,3023********4910,11/26,VISA,RO,Romania,277.32,2026-01-23T15:28:42.5436435Z,tx_b66cf630d3c64e90a208fa889acd4b24
user0033@example.com,Kateryna Melnyk,+380872708938,tok_000010,9740********7932,09/31,MASTERCARD,IT,Italy,103.67,2026-02-10T04:29:42.5436435Z,tx_5601c223033f40539ea4c99793ec44de
user0014@example.com,Daria Tkachenko,+380651665053,tok_000090,8486********3914,11/34,MASTERCARD,ES,Spain,168.92,2026-01-28T23:37:42.5436435Z,tx_93da4a92786f45b594c74c555f033498
user0015@example.com,Maria Koval,+380873026979,tok_000007,6026********4923,11/26,VISA,IT,Italy,12.78,2026-01-20T21:57:42.5436435Z,tx_562f4ba4144749c6923ce34e6d426f41
user0020@example.com,Olena Bondarenko,+380935309794,tok_000036,6754********1875,02/32,MASTERCARD,UA,Ukraine,481.77,2026-02-14T10:17:42.5436435Z,tx_7cf601e543a246b187239579fddd603e
user0048@example.com,Daria Koval,+380541374534,tok_000051,0588********1776,07/34,AMEX,US,United States,322.97,2026-02-15T01:57:42.5436435Z,tx_c6dda459073b486198c2c07413ca5757
user0019@example.com,Iryna Melnyk,+380905554485,tok_000032,2792********9541,02/30,VISA,ES,Spain,109.5,2026-01-30T23:45:42.5436435Z,tx_28d3195c36324f3396849eb2dda9c7e3
user0047@example.com,Maria Melnyk,+380590920753,tok_000044,1420********6679,02/32,VISA,IT,Italy,52.29,2026-02-09T23:19:42.5436435Z,tx_ff5209a412184b83be35e89a29fa5a99
user0040@example.com,Iryna Kravchenko,+380932926852,tok_000094,9124********2852,09/26,MASTERCARD,FR,France,264.68,2026-02-10T22:35:42.5436435Z,tx_87a644be977947bd8afb716b9c9fe06b
user0016@example.com,Sofia Melnyk,+380840160677,tok_000005,1110********8890,05/27,VISA,GB,United Kingdom,206.51,2026-01-24T06:40:42.5436435Z,tx_e22b48f4af4847f2a8e630c64db00675
user0021@example.com,Maria Kravchenko,+380701815402,tok_000088,0833********0240,08/26,VISA,ES,Spain,11.84,2026-02-17T18:49:42.5436435Z,tx_f33883784314488984ac2297f012608d
user0002@example.com,Kateryna Bondarenko,+380696402301,tok_000089,9931********3694,11/31,VISA,IT,Italy,104.54,2026-01-22T18:49:42.5436435Z,tx_543d62dbf4ef44c294bf6fbc481b4f0f
user0033@example.com,Kateryna Tkachenko,+380965711888,tok_000118,4189********7779,11/26,MASTERCARD,PL,Poland,482.98,2026-02-04T13:53:42.5436435Z,tx_c8a12262bac346ffa20d2d2662db8041
user0006@example.com,Olena Kravchenko,+380876143995,tok_000064,6232********1234,10/30,VISA,IT,Italy,398.25,2026-02-13T18:26:42.5436435Z,tx_faa86aa5b86d4f5db33fd4cd27c92712
user0027@example.com,Iryna Bondarenko,+380923584191,tok_000091,4198********6220,05/28,VISA,PL,Poland,34.42,2026-02-17T08:44:42.5436435Z,tx_567f28210021414ca206f545f7f4f130
user0006@example.com,Kateryna Bondarenko,+380635582464,tok_000047,3478********4215,05/34,VISA,CZ,Czechia,35.27,2026-01-21T19:57:42.5436435Z,tx_7b111db111bc4813a7b83ab8f8a4ed8f
user0041@example.com,Vika Kravchenko,+380796303308,tok_000005,2122********4414,02/28,AMEX,IT,Italy,97.09,2026-01-26T12:16:42.5436435Z,tx_19c6910b18bb495aa4beb5654e22a077
user0011@example.com,Vika Melnyk,+380833313283,tok_000014,1373********3346,04/29,AMEX,DE,Germany,30.46,2026-01-25T22:01:42.5436435Z,tx_278f8006551247798f5f6a490212d5ba
user0010@example.com,Iryna Koval,+380739795291,tok_000080,7423********2268,02/31,VISA,US,United States,69.79,2026-02-12T13:36:42.5436435Z,tx_1d7546e8b2f341e093f18a008235d7bb
user0029@example.com,Vika Bondarenko,+380807095647,tok_000048,5482********4428,03/28,AMEX,PL,Poland,39.28,2026-02-07T23:22:42.5436435Z,tx_1d60c8a2743e453480ec0fad1c262d8c
user0013@example.com,Maria Bondarenko,+380576764162,tok_000084,4983********9645,06/27,MASTERCARD,CZ,Czechia,438.34,2026-01-26T04:24:42.5436435Z,tx_6080ba79b24e4bebbb058d64e2827254
user0022@example.com,Olena Melnyk,+380637277695,tok_000022,2687********5695,01/32,MASTERCARD,GB,United Kingdom,424.58,2026-01-27T20:01:42.5436435Z,tx_622bbfdfe0854562a23988a727c4b650
user0044@example.com,Anna Kravchenko,+380504180217,tok_000002,0114********9089,03/30,AMEX,US,United States,42.31,2026-01-24T09:21:42.5436435Z,tx_9ecef4d254db4553afc410ca775cba69
user0031@example.com,Maria Melnyk,+380811263377,tok_000107,9065********4258,03/31,VISA,DE,Germany,289.52,2026-01-26T09:18:42.5436435Z,tx_74b2183c60184b129e586908cb9fd689
user0005@example.com,Maria Melnyk,+380584206484,tok_000080,5925********9833,04/31,MASTERCARD,US,United States,49.17,2026-02-16T21:57:42.5436435Z,tx_2ca54a0b69744e5ea7706c349530095e
user0035@example.com,Olena Bondarenko,+380615181620,tok_000013,6694********9306,04/34,AMEX,CZ,Czechia,185.7,2026-02-07T21:20:42.5436435Z,tx_f73a0fb8634e48d4badf02f52680ef14
user0008@example.com,Iryna Koval,+380629808486,tok_000106,5372********2197,07/28,AMEX,ES,Spain,186.29,2026-02-09T12:12:42.5436435Z,tx_96b5902dfe1345e38f7aa38703e0c766
user0006@example.com,Sofia Shevchenko,+380898606803,tok_000007,0334********1100,12/29,MASTERCARD,US,United States,108.01,2026-02-13T23:35:42.5436435Z,tx_76cbff190a114c2780db429d74d6e958
user0000@example.com,Olena Tkachenko,+380686106693,tok_000012,1688********7885,08/28,MASTERCARD,FR,France,143.33,2026-02-18T05:47:42.5436435Z,tx_039fa924009a444d847edb9b9696f707
user0021@example.com,Olena Bondarenko,+380799898753,tok_000068,2183********4662,11/31,AMEX,IT,Italy,203.85,2026-02-11T05:43:42.5436435Z,tx_f499b6d311074a8eba4417b980c4d144
user0043@example.com,Anna Tkachenko,+380807176679,tok_000039,1241********1535,08/28,AMEX,ES,Spain,325.03,2026-02-13T14:02:42.5436435Z,tx_b185da534d534c66bbf269f06eeda8e1
user0007@example.com,Olena Melnyk,+380920822250,tok_000075,4678********2795,02/33,VISA,DE,Germany,339.79,2026-02-18T07:03:42.5436435Z,tx_5a8fb6fb398c4d778bef314e083630cc
user0011@example.com,Vika Shevchenko,+380553224567,tok_000021,3632********8965,12/34,AMEX,RO,Romania,72.32,2026-02-17T05:43:42.5436435Z,tx_3c7636b794674d4891cc9828a81cbe87
user0011@example.com,Sofia Kravchenko,+380719629717,tok_000006,4221********3621,08/32,VISA,FR,France,82.33,2026-02-07T02:18:42.5436435Z,tx_c7d394f6221a4fa7a0d8b4f1c842df36
user0018@example.com,Anna Koval,+380687070373,tok_000016,4328********2920,06/33,VISA,ES,Spain,185.37,2026-01-30T19:17:42.5436435Z,tx_b4387710a2a044f986a8983709ff1064
user0008@example.com,Olena Tkachenko,+380534920419,tok_000096,8051********5967,11/33,AMEX,UA,Ukraine,494.45,2026-02-05T02:41:42.5436435Z,tx_7b1b1331a7a54892b9e0e2aa30f58902
user0033@example.com,Iryna Shevchenko,+380987427598,tok_000086,2948********7106,06/33,VISA,ES,Spain,76.32,2026-02-02T15:34:42.5436435Z,tx_8bd09258029b4b6baf21da6c48200d10
user0032@example.com,Sofia Tkachenko,+380740790575,tok_000081,8911********4735,07/30,MASTERCARD,FR,France,419.38,2026-02-04T00:29:42.5436435Z,tx_0874bb1be76b4577941023059f210722
user0004@example.com,Sofia Tkachenko,+380549651413,tok_000078,6304********1691,03/29,AMEX,DE,Germany,191.68,2026-02-16T09:56:42.5436435Z,tx_edae83465f0c48739afea5a31bf3c0b2
user0017@example.com,Daria Bondarenko,+380618785934,tok_000031,5259********7477,07/27,MASTERCARD,CZ,Czechia,255.21,2026-02-16T15:47:42.5436435Z,tx_8b3fa4e49f2e4bebabc22cf653e6bb13
user0028@example.com,Anna Bondarenko,+380513368915,tok_000066,8871********4262,04/34,AMEX,RO,Romania,261.14,2026-02-14T14:06:42.5436435Z,tx_eb80b2a92ee2405c8b19af04a3a849c5
user0008@example.com,Iryna Kravchenko,+380864042499,tok_000061,2303********3378,07/28,MASTERCARD,RO,Romania,493.67,2026-02-10T04:26:42.5436435Z,tx_905f35fbcdf94e08b4cb6754cb78e7c0
user0026@example.com,Olena Bondarenko,+380842994902,tok_000102,9490********5314,01/30,MASTERCARD,CZ,Czechia,384.22,2026-01-27T04:51:42.5436435Z,tx_39934b13782c41438cb9897c5f56c02e
user0044@example.com,Vika Tkachenko,+380806276160,tok_000052,5726********5398,05/27,MASTERCARD,DE,Germany,329.45,2026-01-30T18:20:42.5436435Z,tx_c33bad7721624c08808effd6d65ae781
user0038@example.com,Kateryna Bondarenko,+380919253814,tok_000110,5498********3796,06/26,VISA,ES,Spain,297.45,2026-01-24T13:30:42.5436435Z,tx_74ebd2355d2e46babaf19eb721d6e3d3
user0031@example.com,Anna Melnyk,+380836566037,tok_000106,4850********2249,11/27,MASTERCARD,RO,Romania,497.27,2026-02-16T18:05:42.5436435Z,tx_974c57991eca445abc6a86c6ac2aa5bf
user0003@example.com,Sofia Kravchenko,+380634455673,tok_000053,6682********8059,12/30,VISA,IT,Italy,218.1,2026-01-21T07:38:42.5436435Z,tx_7f45620014de49ef8ef361893e1686b2
user0037@example.com,Sofia Bondarenko,+380947912159,tok_000100,5694********5117,11/31,MASTERCARD,PL,Poland,431.37,2026-02-03T15:30:42.5436435Z,tx_698812add0334e9cb734c70c6151318b
user0013@example.com,Maria Melnyk,+380927915902,tok_000019,8478********8771,06/32,VISA,RO,Romania,32.34,2026-01-26T17:37:42.5436435Z,tx_39487a83dd1a423eba91f5d451800388
user0002@example.com,Vika Bondarenko,+380991815525,tok_000056,5729********8387,05/30,MASTERCARD,FR,France,374.36,2026-02-06T20:54:42.5436435Z,tx_b53e453991de47feb316529be50a321e
user0032@example.com,Kateryna Bondarenko,+380694677221,tok_000077,9646********1251,05/30,AMEX,ES,Spain,441.81,2026-02-09T19:49:42.5436435Z,tx_52cea62bd1ae40939432d164f6f30691
user0038@example.com,Anna Melnyk,+380656437978,tok_000068,7987********3562,08/32,AMEX,UA,Ukraine,103.41,2026-01-23T19:40:42.5436435Z,tx_088b581f084247e190245e4c5984339f
user0042@example.com,Iryna Melnyk,+380640114620,tok_000074,4845********4442,08/27,AMEX,FR,France,379.41,2026-02-04T01:38:42.5436435Z,tx_7f32edc890604958be833fdff5ff3418
user0048@example.com,Iryna Bondarenko,+380788757249,tok_000037,6900********5639,04/28,MASTERCARD,US,United States,253.73,2026-02-07T23:13:42.5436435Z,tx_33fb33a44dac4474b65b5204609cd611
user0022@example.com,Olena Tkachenko,+380959385676,tok_000093,2894********0133,04/33,AMEX,GB,United Kingdom,474.4,2026-02-14T21:59:42.5436435Z,tx_547080206c36444ab4b745925b293ae3
user0030@example.com,Sofia Tkachenko,+380949781292,tok_000085,3629********5961,02/30,VISA,UA,Ukraine,200.69,2026-02-12T03:22:42.5436435Z,tx_cb38e80555ab42c7abef06c2075b13d1
user0017@example.com,Anna Kravchenko,+380613608848,tok_000071,6933********1985,02/32,MASTERCARD,FR,France,258.66,2026-01-27T08:39:42.5436435Z,tx_0a0eda56fa6343ad8dd62b8740396ed1
user0007@example.com,Iryna Kravchenko,+380870686153,tok_000037,5736********9784,09/32,AMEX,DE,Germany,121.11,2026-01-29T15:57:42.5436435Z,tx_dbe14345181d45a5ad61cdda570fba11
user0004@example.com,Anna Shevchenko,+380700916686,tok_000074,0869********4050,10/34,MASTERCARD,RO,Romania,432.27,2026-01-20T16:07:42.5436435Z,tx_65502b48e59542af8218bde45a27f97a
user0007@example.com,Vika Melnyk,+380941749836,tok_000115,6415********2443,02/31,VISA,UA,Ukraine,434.01,2026-02-12T07:18:42.5436435Z,tx_b86590a50d564b37a86df77a7d5ee495
user0006@example.com,Iryna Shevchenko,+380861131662,tok_000002,2625********7648,06/27,VISA,GB,United Kingdom,88.9,2026-01-20T22:03:42.5436435Z,tx_96fd3783f3d149778eae356d823a7c8b
user0020@example.com,Anna Bondarenko,+380724271575,tok_000053,7885********1757,11/28,MASTERCARD,GB,United Kingdom,107.88,2026-02-03T22:34:42.5436435Z,tx_dd4b126d6a394790a3ce601a090e755a
user0029@example.com,Daria Melnyk,+380901812208,tok_000047,9505********9897,12/28,MASTERCARD,GB,United Kingdom,224.42,2026-02-05T11:54:42.5436435Z,tx_c70f125578e2416c8fd2f9b155b0503f
user0007@example.com,Anna Koval,+380902480249,tok_000119,5623********7166,01/26,AMEX,ES,Spain,86.91,2026-01-24T15:46:42.5436435Z,tx_b7d0ba3f6e5348faa406eb229132966a
user0035@example.com,Sofia Shevchenko,+380559668805,tok_000100,1294********7910,02/33,AMEX,US,United States,381.76,2026-01-29T03:36:42.5436435Z,tx_f19acc839ef14ddcb0dbc2f1f3b7251d
user0024@example.com,Maria Tkachenko,+380862470466,tok_000009,0944********6583,06/33,AMEX,IT,Italy,220.3,2026-01-28T06:21:42.5436435Z,tx_9ffc53d084bd41ffa4c656fa2e09c2e6
user0026@example.com,Iryna Tkachenko,+380757115687,tok_000056,3539********3031,01/26,VISA,DE,Germany,308.73,2026-01-26T12:51:42.5436435Z,tx_e5dd138791b74bb984ba79ad27ec6ceb
user0028@example.com,Vika Shevchenko,+380951954016,tok_000007,8748********1411,09/33,MASTERCARD,FR,France,143.13,2026-01-31T05:15:42.5436435Z,tx_12580a24ccc24ab9859cf7a5b6763342
user0029@example.com,Maria Kravchenko,+380648012820,tok_000028,7394********4805,07/32,VISA,US,United States,285.53,2026-02-12T20:38:42.5436435Z,tx_2fd8f6205dc541938e9ca4e1fa9c7001
user0046@example.com,Kateryna Shevchenko,+380984010473,tok_000008,1175********4913,05/27,VISA,DE,Germany,61.86,2026-01-26T11:07:42.5436435Z,tx_5582e7e211eb4897b6fb41e3f1d2e3f8
user0049@example.com,Olena Tkachenko,+380818841237,tok_000101,6549********3918,02/28,MASTERCARD,UA,Ukraine,192.4,2026-01-25T15:00:42.5436435Z,tx_6e5b7504fd4a44debe1979ef5f512648
user0010@example.com,Olena Kravchenko,+380716192613,tok_000025,6547********3854,10/33,VISA,FR,France,370.9,2026-01-27T05:14:42.5436435Z,tx_6b0003d95c924ab9a054c2ba827ea196
user0033@example.com,Kateryna Koval,+380526116061,tok_000024,1667********0350,04/32,AMEX,GB,United Kingdom,165.12,2026-02-16T15:42:42.5436435Z,tx_256e3eefdee84ab3a1efc88fab68833f
user0030@example.com,Maria Tkachenko,+380603836712,tok_000082,3947********3420,03/26,VISA,DE,Germany,450.56,2026-01-26T06:50:42.5436435Z,tx_b9055d80dc1d48bc900823e03d529232
user0004@example.com,Iryna Melnyk,+380840033481,tok_000117,9707********7441,03/27,VISA,IT,Italy,284.98,2026-02-01T01:09:42.5436435Z,tx_4e64331d206f46e7a76d53c0eee3a260
user0036@example.com,Olena Tkachenko,+380554723745,tok_000080,4820********5668,05/30,AMEX,IT,Italy,466.21,2026-02-10T00:59:42.5436435Z,tx_de90a70a88344be7a92c57959e8137bf
user0029@example.com,Vika Shevchenko,+380778953427,tok_000079,6133********1218,02/31,AMEX,CZ,Czechia,458.23,2026-02-02T00:06:42.5436435Z,tx_7470249c0de548f7a11e45655bc64acf
user0011@example.com,Daria Shevchenko,+380920531149,tok_000083,0741********2536,09/31,MASTERCARD,GB,United Kingdom,212.84,2026-01-28T23:16:42.5436435Z,tx_259fa3e37d6d430da0c06fa2c9fe2ba4
user0032@example.com,Vika Koval,+380539707477,tok_000037,8655********4698,12/34,VISA,CZ,Czechia,118.54,2026-02-09T12:08:42.5436435Z,tx_3189c98cd9f44c32bb2abdaef755090b
user0017@example.com,Sofia Bondarenko,+380813720530,tok_000033,6067********1755,06/29,VISA,DE,Germany,324.75,2026-02-11T03:18:42.5436435Z,tx_7f2c28c8bfc641d0ad34bda98ea66d65
user0002@example.com,Daria Bondarenko,+380985518312,tok_000094,2975********9258,10/33,AMEX,UA,Ukraine,178.42,2026-01-24T11:27:42.5436435Z,tx_6f173ca182f440ed9728d5640d717c26
user0037@example.com,Olena Melnyk,+380853077218,tok_000101,2764********9031,10/27,VISA,DE,Germany,156.61,2026-02-15T06:28:42.5436435Z,tx_599bbab459d84254925d868dec7676d0
user0013@example.com,Daria Kravchenko,+380810812661,tok_000022,3604********8524,11/32,AMEX,RO,Romania,494.66,2026-02-03T23:45:42.5436435Z,tx_e2c1b04024304b43864b06897520f6c3
user0049@example.com,Iryna Tkachenko,+380936452280,tok_000080,1435********8711,05/27,AMEX,ES,Spain,218.78,2026-01-21T18:47:42.5436435Z,tx_ed6d4463f9cf42f6839e25d702ba46b3
user0016@example.com,Maria Melnyk,+380573896634,tok_000040,9781********1349,09/26,VISA,IT,Italy,221.67,2026-02-14T11:01:42.5436435Z,tx_e80b5e98e9b9493da9673265a90db204
user0002@example.com,Vika Kravchenko,+380564145174,tok_000031,9249********6786,07/27,AMEX,DE,Germany,151.99,2026-01-29T03:27:42.5436435Z,tx_6093755cdf79409ca547348ba37ddab2
