email,fullName,phone,cardToken,maskedPan,expiry,brand,issuerCountryCode,issuerCountryName,amount,createdAt,txExternalId
user0038@example.com,Sofia Bondarenko,+380906484969,tok_000067,6494********4042,01/27,VISA,ES,Spain,319.73,2026-02-04T04:31:41.8210176Z,tx_95a220e115b8475ab97e1b8414157da2
user0030@example.com,Maria Koval,+380754560046,tok_000077,4687********2724,02/26,VISA,RO,Romania,432.76,2026-02-15T12:28:41.8210176Z,tx_6db34acb6d9f49c2a465eb8c406cc861
user0034@example.com,Iryna Koval,+380602438491,tok_000082,6188********5033,01/27,AMEX,US,United States,37.02,2026-02-12T20:04:41.8210176Z,tx_7fceb018a0bb4c6b9688b01b5415c8b2
user0042@example.com,Sofia Koval,+380900281709,tok_000011,4735********3945,12/27,AMEX,CZ,Czechia,87.96,2026-02-19T20:15:41.8210176Z,tx_6934639636ad4654b2d370c6607dcaa4
user0018@example.com,Iryna Melnyk,+380520716504,tok_000114,6049********2215,04/33,AMEX,UA,Ukraine,51.05,2026-02-13T13:26:41.8210176Z,tx_7a76201d1e8144859e13034fcb549e6e
user0037@example.com,Iryna Koval,+380546016150,tok_000107,5250********9149,06/34,VISA,UA,Ukraine,109.54,2026-02-15T05:05:41.8210176Z,tx_6a4e3cc0ca964eab982af7f0fe8a7126
user0034@example.com,Anna Melnyk,+380923445171,tok_000108,6530********8386,01/29,MASTERCARD,GB,United Kingdom,334.38,2026-02-02T13:23:41.8210176Z,tx_ba4aaf13dba94d26960eb87046760f56
user0023@example.com,Olena Tkachenko,+380566474159,tok_000112,8525********7983,09/31,VISA,ES,Spain,366.97,2026-02-25T04:58:41.8210176Z,tx_f49a2ba3069f453698ec463cc76956c2
user0005@example.com,Daria Koval,+380977747266,tok_000085,8971********8009,11/26,MASTERCARD,IT,Italy,135.89,2026-02-10T06:26:41.8210176Z,tx_4effd3814a5b4093b7d781c35a41eaf3
user0035@example.com,Iryna Kravchenko,+380724593399,tok_000104,2320********6675,09/27,AMEX,IT,Italy,461.67,2026-02-03T15:42:41.8210176Z,tx_181850205e1b4d1d91a25998eea4c029
user0037@example.com,Daria Shevchenko,+380928891707,tok_000018,9723********7801,08/26,VISA,IT,Italy,27.43,2026-02-06T23:55:41.8210176Z,tx_8205d38c9b194eb0ae38b55b5caa669d
user0024@example.com,Sofia Shevchenko,+380899508536,tok_000097,3691********4001,05/29,AMEX,CZ,Czechia,465.74,2026-02-02T12:57:41.8210176Z,tx_8b623c64b2f44a0c8d4105517899c274
user0046@example.com,Kateryna Koval,+380970730982,tok_000027,2293********9370,06/33,AMEX,RO,Romania,51.77,2026-02-14T04:25:41.8210176Z,tx_224df0f6c8284863aa17a51bf625fc1e
user0026@example.com,Anna Tkachenko,+380507511828,tok_000034,7974********6554,11/30,MASTERCARD,US,United States,397.76,2026-02-08T02:15:41.8210176Z,tx_84122a1a027c4d389bd678e32fa13633
user0012@example.com,Daria Tkachenko,+380698981379,tok_000025,8275********7755,10/32,VISA,US,United States,93.47,2026-02-08T21:31:41.8210176Z,tx_a08613e2e8c0497aa1df12991aaebb90
user0017@example.com,Olena Koval,+380660883941,tok_000006,2151********7681,05/33,AMEX,DE,Germany,281.39,2026-02-06T12:14:41.8210176Z,tx_924d045b860f4190ba34bf83f40996a4
user0003@example.com,Vika Melnyk,+380975441181,tok_000109,3872********6584,05/26,AMEX,FR,France,119.07,2026-02-11T06:41:41.8210176Z,tx_8650b34867de47da8f07045dad770b59
user0034@example.com,Olena Bondarenko,+380720159233,tok_000030,2220********6708,09/34,MASTERCARD,DE,Germany,479.61,2026-01-30T13:04:41.8210176Z,tx_048fb2fb072e425da600b83385c6eb44
user0047@example.com,Daria Bondarenko,+380922539648,tok_000111,7090********7040,01/27,MASTERCARD,PL,Poland,15.29,2026-02-19T10:30:41.8210176Z,tx_9062dcf53d46445d905954385575d1d2
user0032@example.com,Iryna Melnyk,+380618480294,tok_000017,6252********4735,05/29,AMEX,CZ,Czechia,70.46,2026-02-10T15:45:41.8210176Z,tx_29703ca6cdb84ddab1d4885007eae59a
user0009@example.com,Anna Shevchenko,+380788099972,tok_000046,9230********8990,02/32,AMEX,GB,United Kingdom,45.89,2026-02-25T14:10:41.8210176Z,tx_7a1b61bb007e4576aaac29eb1596d544
user0019@example.com,Maria Tkachenko,+380786153107,tok_000078,2635********3745,02/32,MASTERCARD,GB,United Kingdom,59.99,2026-02-09T07:43:41.8210176Z,tx_8479d341498b42a58be2cacdb57815dc
user0010@example.com,Olena Koval,+380833709123,tok_000010,4822********7753,09/32,AMEX,IT,Italy,208.67,2026-02-17T02:48:41.8210176Z,tx_dfed9c833ea34dd1b9881bb3d456a1b4
user0046@example.com,Sofia Melnyk,+380741830767,tok_000037,1595********6630,07/30,VISA,PL,Poland,269.07,2026-02-15T09:41:41.8210176Z,tx_9980e91f332348c19cc353e2cc3e35da
user0037@example.com,Sofia Melnyk,+380892600307,tok_000103,7574********3050,09/32,VISA,US,United States,154.78,2026-02-25T21:53:41.8210176Z,tx_4035211f9d834dddac5ff83aa23d3c03
user0013@example.com,Iryna Kravchenko,+380792733216,tok_000063,2444********4499,11/30,VISA,GB,United Kingdom,437.2,2026-02-05T06:59:41.8210176Z,tx_770af883b87143ba8a5b3d0a69deed35
user0043@example.com,Daria Melnyk,+380936239029,tok_000072,8851********0630,01/34,MASTERCARD,DE,Germany,262.81,2026-02-02T11:34:41.8210176Z,tx_8b8311938d1b4e23a03023a028030e26
user0004@example.com,Iryna Kravchenko,+380886691715,tok_000098,8441********8367,05/33,MASTERCARD,DE,Germany,92.27,2026-02-03T16:24:41.8210176Z,tx_ba43bae0130a4896abba20820365eace
user0017@example.com,Daria Kravchenko,+380634856696,tok_000052,8744********5097,04/32,MASTERCARD,IT,Italy,155.45,2026-02-20T09:42:41.8210176Z,tx_84000f28be31410abda0c2b7d5abe513
user0010@example.com,Vika Melnyk,+380980244335,tok_000069,7841********4034,09/28,VISA,CZ,Czechia,188.77,2026-02-12T17:14:41.8210176Z,tx_b2bbd7ff1d7c468c82f61393fd4e7f25
user0010@example.com,Iryna Tkachenko,+380731687361,tok_000013,3446********8242,09/26,VISA,ES,Spain,467.37,2026-02-16T03:51:41.8210176Z,tx_701a210319584b85809f821425aa5498
user0028@example.com,Iryna Shevchenko,+380605892824,tok_000004,1825********1673,08/33,AMEX,US,United States,151.46,2026-02-20T07:44:41.8210176Z,tx_9d7c3eb2cc7f4bb3b1b5e61b7efbfe65
user0013@example.com,Daria Koval,+380642261506,tok_000074,1673********1371,05/32,VISA,CZ,Czechia,394.86,2026-02-04T11:06:41.8210176Z,tx_86991922b925489683a4d78e3b4a787d
user0037@example.com,Kateryna Shevchenko,+380926151974,tok_000094,6365********8146,06/33,AMEX,PL,Poland,47.88,2026-02-25T14:56:41.8210176Z,tx_6fcdb1a7761447ad89bb2ce2322924bf
user0010@example.com,Olena Tkachenko,+380910465469,tok_000084,8862********3013,11/26,AMEX,ES,Spain,420.91,2026-01-31T13:39:41.8210176Z,tx_25322a01dbad41c2a7611c2fd996801e
user0023@example.com,Sofia Shevchenko,+380702443362,tok_000058,1931********8176,09/34,MASTERCARD,CZ,Czechia,385.83,2026-02-26T01:06:41.8210176Z,tx_d6fb67db717e415c9ee3f7749f4344b4
user0019@example.com,Daria Shevchenko,+380591057207,tok_000115,1212********8814,05/26,MASTERCARD,GB,United Kingdom,239.81,2026-02-19T05:54:41.8210176Z,tx_76044d43593044d68b9599e813843b36
user0032@example.com,Daria Koval,+380612522446,tok_000105,1712********3444,11/26,VISA,UA,Ukraine,435.32,2026-01-28T04:52:41.8210176Z,tx_cc7586f9f90149068c1092b37070ad1a
user0043@example.com,Vika Kravchenko,+380560728802,tok_000081,5771********8897,06/26,VISA,DE,Germany,156.65,2026-02-05T11:32:41.8210176Z,tx_fe962ed7b2634a3299ed9dccddccadad
user0028@example.com,Vika Koval,+380567101771,tok_000115,6749********9933,04/34,VISA,IT,Italy,223.95,2026-02-09T16:59:41.8210176Z,tx_b6b3649ddd4640ef949c539f6e3ed3d5
user0047@example.com,Olena Melnyk,+380704583105,tok_000009,5899********7851,07/32,AMEX,CZ,Czechia,281.28,2026-02-01T20:17:41.8210176Z,tx_50107834f28e40cf9c6333e8d09ed8b3
user0013@example.com,Sofia Tkachenko,+380545705673,tok_000105,4347********3187,10/26,AMEX,CZ,Czechia,113.91,2026-02-05T14:49:41.8210176Z,tx_7241f0aea94848439d45a91bc486f87b
user0016@example.com,Daria Bondarenko,+380619884341,tok_000017,3906********0529,10/27,MASTERCARD,DE,Germany,93.87,2026-02-21T06:56:41.8210176Z,tx_67e86dc946a7443580b2877e935674ef
user0020@example.com,Sofia Melnyk,+380944658522,tok_000043,7163********3196,03/33,MASTERCARD,PL,Poland,100.35,2026-01-31T05:18:41.8210176Z,tx_548df20ef41443ffbf4080f47bdab6eb
user0036@example.com,Vika Tkachenko,+380739740036,tok_000008,7543********8618,03/26,AMEX,FR,France,473.71,2026-02-25T22:28:41.8210176Z,tx_a33cfd51f5f64262b75f27a184b0bbae
user0006@example.com,Kateryna Melnyk,+380572960363,tok_000106,1267********8184,08/31,MASTERCARD,PL,Poland,292.94,2026-02-18T13:20:41.8210176Z,tx_1047daae315e42258d0ba38817a0e2ae
user0048@example.com,Iryna Melnyk,+380868698213,tok_000119,3221********9207,10/27,AMEX,CZ,Czechia,205.46,2026-02-17T15:35:41.8210176Z,tx_91a58b922ec743ceb815a7a34689e215
user0043@example.com,Iryna Kravchenko,+380648214702,tok_000022,0940********0714,11/30,VISA,IT,Italy,433.06,2026-02-04T09:49:41.8210176Z,tx_3ad720b440954272b089f9366eec2d70
user0040@example.com,Anna Shevchenko,+380599378349,tok_000048,0119********8082,03/29,AMEX,RO,Romania,135.22,2026-02-03T11:04:41.8210176Z,tx_52ece6f9300a4e4288f13481b330b5cc
user0016@example.com,Vika Bondarenko,+380986886470,tok_000010,9545********8917,02/29,AMEX,IT,Italy,22.2,2026-02-18T05:46:41.8210176Z,tx_9fb208835955412f888e4735c3a5d35a
user0043@example.com,Sofia Shevchenko,+380858068807,tok_000049,7501********2464,01/28,VISA,CZ,Czechia,232.74,2026-02-06T14:48:41.8210176Z,tx_8446ce1d658e4248928b67b43267184b
user0001@example.com,Olena Koval,+380542848429,tok_000113,2261********9270,03/28,AMEX,DE,Germany,21.59,2026-02-15T00:32:41.8210176Z,tx_07f81165516c4757918dc5312cc59c88
user0019@example.com,Kateryna Koval,+380975321562,tok_000045,4701********1361,03/31,AMEX,US,United States,58.25,2026-02-20T10:27:41.8210176Z,tx_b0d9631ada6e4bfc8c00e37d017c95e2
user0033@example.com,Sofia Bondarenko,+380973151680,tok_000091,6098********5141,10/32,VISA,ES,Spain,268.23,2026-02-12T09:57:41.8210176Z,tx_30cb1c1debef456891e13175c6f3b400
user0006@example.com,Sofia Melnyk,+380879464149,tok_000108,2970********5858,01/34,AMEX,DE,Germany,430.16,2026-02-04T19:21:41.8210176Z,tx_c5511461fafa40ca8b16590e2ceac048
user0008@example.com,Anna Kravchenko,+380914572899,tok_000018,2413********9327,04/30,VISA,IT,Italy,71.92,2026-02-04T10:13:41.8210176Z,tx_730a3f41c1574357a30f0be96f3200b7
user0048@example.com,Maria Bondarenko,+380960010077,tok_000028,1834********9248,08/31,AMEX,IT,Italy,295.56,2026-02-01T05:24:41.8210176Z,tx_df97b923c5e642549cd06ca15b7a1bf0
user0027@example.com,Vika Kravchenko,+380664070657,tok_000072,6965********2237,05/34,VISA,US,United States,328.93,2026-02-21T10:54:41.8210176Z,tx_92a008b209a940d7976ab0ff8715b2f7
user0010@example.com,Maria Shevchenko,+380944252236,tok_000095,6554********5113,10/32,VISA,RO,Romania,209.32,2026-02-11T08:02:41.8210176Z,tx_4c6816d10f994e648974994ab85a163d
user0042@example.com,Olena Bondarenko,+380583344320,tok_000112,6244********7639,08/27,AMEX,GB,United Kingdom,291.59,2026-01-29T17:21:41.8210176Z,tx_3c18a50799dc4b91a7e5675267c589f1
user0001@example.com,Olena Tkachenko,+380976285959,tok_000060,9270********4214,11/28,MASTERCARD,FR,France,175.81,2026-01-29T06:57:41.8210176Z,tx_0df58780008845fd9b57fd2db62b7a75
user0019@example.com,Daria Koval,+380533208657,tok_000005,2453********0885,12/30,AMEX,IT,Italy,29.28,2026-02-18T23:52:41.8210176Z,tx_0399fd442c7e4a1ba12d1847a2658d00
user0014@example.com,Daria Tkachenko,+380962790123,tok_000022,8184********1620,08/34,MASTERCARD,FR,France,143.68,2026-01-29T13:52:41.8210176Z,tx_126624a614fe4ed78a12353bf4978c9b
user0004@example.com,Vika Tkachenko,+380728284569,tok_000026,4552********8063,01/28,AMEX,DE,Germany,311.45,2026-02-06T07:50:41.8210176Z,tx_cc86d5a60b5149fab32e96d72e71f826
user0007@example.com,Maria Tkachenko,+380666265290,tok_000058,2375********3979,10/34,AMEX,CZ,Czechia,150.77,2026-02-03T01:45:41.8210176Z,tx_f84fff1cb1324ac6b2254ca4c5482743
user0043@example.com,Maria Bondarenko,+380680105084,tok_000005,2346********6382,02/26,VISA,RO,Romania,122.16,2026-02-16T20:31:41.8210176Z,tx_891675a3c91940c692d18e51e40b9d56
user0020@example.com,Iryna Melnyk,+380659243305,tok_000012,8141********6537,12/31,AMEX,CZ,Czechia,25.56,2026-02-14T14:47:41.8210176Z,tx_23a40c4b845b4fd48cfada3b1b11f97c
user0014@example.com,Sofia Kravchenko,+380996240878,tok_000072,1981********1175,06/32,MASTERCARD,ES,Spain,302.11,2026-02-05T13:07:41.8210176Z,tx_e1725acb118c419bbd636b27c34ffb33
user0017@example.com,Anna Bondarenko,+380744080315,tok_000096,0319********7186,07/27,VISA,RO,Romania,12.6,2026-01-28T23:48:41.8210176Z,tx_5bebcdf8cd9440fbba202e1d7d49b632
user0002@example.com,Iryna Melnyk,+380769191477,tok_000036,7330********3834,03/26,AMEX,US,United States,497.45,2026-02-21T04:21:41.8210176Z,tx_6d5e94d25eb14f5e81a681f32c0c313a
user0022@example.com,Olena Shevchenko,+380973560083,tok_000051,1334********1973,09/27,VISA,DE,Germany,304.68,2026-02-01T01:42:41.8210176Z,tx_284f5865d34c477ea87767e62e10c140
user0026@example.com,Daria Koval,+380634150057,tok_000051,1528********9689,02/30,AMEX,CZ,Czechia,28.16,2026-02-02T09:36:41.8210176Z,tx_ce1be8dfe4f3431e80ea7323af9db3f3
user0006@example.com,Maria Tkachenko,+380559529204,tok_000095,0129********9529,03/26,MASTERCARD,FR,France,201.38,2026-02-22T15:36:41.8210176Z,tx_5e9afeb9dde44eaabde224a1d85a2a77
user0043@example.com,Olena Kravchenko,+380593114912,tok_000075,3469********8629,04/31,VISA,FR,France,411.65,2026-02-23T08:19:41.8210176Z,tx_eb6f56e0ed724a1fb01e2b8d8445ebae
user0046@example.com,Iryna Shevchenko,+380729096336,tok_000088,2035********5076,05/34,AMEX,RO,Romania,229.88,2026-02-19T21:56:41.8210176Z,tx_92c5f1d5b90f4518848af1a45ff25cb1
user0031@example.com,Sofia Shevchenko,+380781000636,tok_000036,4158********0372,06/28,MASTERCARD,GB,United Kingdom,409.57,2026-02-16T05:35:41.8210176Z,tx_a7d7c9cbf9a5406d8fddbdc594e302ce
user0030@example.com,Daria Koval,+380532386011,tok_000082,0575********0727,01/34,MASTERCARD,UA,Ukraine,122.49,2026-02-01T22:07:41.8210176Z,tx_57b36fec5fde473698cc13fc3faf1b29
user0034@example.com,Olena Koval,+380670218466,tok_000028,9260********6861,05/28,MASTERCARD,US,United States,478.94,2026-02-08T17:23:41.8210176Z,tx_9388b06a8e2b4c19bb06c252b299b8d8
user0011@example.com,Kateryna Melnyk,+380524611722,tok_000111,6439********3547,03/32,VISA,US,United States,239.98,2026-02-14T18:13:41.8210176Z,tx_651ca00a7bd14944bf4802ceedd43976
user0047@example.com,Olena Kravchenko,+380544349445,tok_000017,7734********1057,06/31,VISA,UA,Ukraine,87.69,2026-02-03T08:15:41.8210176Z,tx_9ae4a59731dc48049ea0225d57ad1d3d
user0030@example.com,Iryna Kravchenko,+380871381290,tok_000002,9539********7476,04/34,VISA,FR,France,273.91,2026-01-31T00:32:41.8210176Z,tx_130ca2968fc542b4bf53c00e218220dd
user0008@example.com,Vika Tkachenko,+380779313705,tok_000032,5555********4783,03/33,AMEX,ES,Spain,406.81,2026-02-01T13:16:41.8210176Z,tx_c27479a9064f4f918d66008cb9324826
user0033@example.com,Vika Shevchenko,+380534380390,tok_000093,1728********1320,06/29,VISA,IT,Italy,178.49,2026-02-01T13:18:41.8210176Z,tx_735ee1ff403744b59bff7afa9b7ea560
user0043@example.com,Olena Tkachenko,+380689528944,tok_000108,1035********5446,10/30,MASTERCARD,PL,Poland,254.53,2026-02-04T03:34:41.8210176Z,tx_da42e265407f4e8297a6e385ea8f609b
user0008@example.com,Olena Tkachenko,+380714700215,tok_000095,9426********8685,06/33,VISA,DE,Germany,82.03,2026-02-12T15:37:41.8210176Z,tx_a59ccecda317442e9d331ab7dad99dff
user0049@example.com,Sofia Bondarenko,+380786617793,tok_000074,2153********8275,12/34,AMEX,CZ,Czechia,158.1,2026-02-16T01:10:41.8210176Z,tx_4fdd64713dff4e26b3b2c4e3ba65f812
user0048@example.com,Sofia Tkachenko,+380832554324,tok_000095,3363********4322,07/33,MASTERCARD,CZ,Czechia,112.85,2026-02-24T03:02:41.8210176Z,tx_b756329702b44a7cbf2403774ee060c8
user0048@example.com,Iryna Tkachenko,+380799120289,tok_000070,5894********8323,06/32,VISA,IT,Italy,164.33,2026-01-28T04:07:41.8210176Z,tx_5b9b2540f7fa44728784cece19219473
user0040@example.com,Iryna Melnyk,+380748161028,tok_000014,8056********7515,10/33,VISA,US,United States,318.23,2026-01-28T01:34:41.8210176Z,tx_0d313249eb684cdca9d3a0024cf01901
user0016@example.com,Anna Tkachenko,+380814030478,tok_000057,9092********9171,04/29,AMEX,GB,United Kingdom,468.51,2026-01-27T22:24:41.8210176Z,tx_a0245309f133453e8113055fdb706306
user0049@example.com,Iryna Bondarenko,+380640194646,tok_000110,5547********6156,12/29,VISA,RO,Romania,212.08,2026-02-20T17:50:41.8210176Z,tx_0f06fe4ea9644d58ad96cd8b12e60318
user0044@example.com,Iryna Koval,+380818749989,tok_000109,2912********2908,09/29,MASTERCARD,CZ,Czechia,382.89,2026-01-30T09:58:41.8210176Z,tx_fb0653f9ddba4b79a1eda99e5f863148
user0033@example.com,Sofia Tkachenko,+380649891370,tok_000000,6124********6652,12/33,VISA,RO,Romania,221.54,2026-02-17T19:39:41.8210176Z,tx_5690ab93e4694b5b84a68b031e0516a1
user0016@example.com,Olena Kravchenko,+380946763642,tok_000032,5735********1870,10/34,AMEX,FR,France,496.21,2026-02-15T11:57:41.8210176Z,tx_6b8a088903344048a5ba9afb55de7f6b
user0002@example.com,Anna Koval,+380801522848,tok_000089,0308********7594,10/33,MASTERCARD,DE,Germany,213.75,2026-02-20T15:49:41.8210176Z,tx_daf18ec66a124f8c853d73d36ee7cbb5
user0010@example.com,Sofia Shevchenko,+380981251158,tok_000064,4630********4274,07/29,VISA,ES,Spain,200.63,2026-02-12T16:57:41.8210176Z,tx_a44d0f3a6a844030839600a77c2e7225
user0032@example.com,Iryna Koval,+380697753088,tok_000049,8608********1757,05/34,MASTERCARD,FR,France,231.4,2026-02-05T19:16:41.8210176Z,tx_9992d2bbf3d149889ace9a17dec780c3
user0016@example.com,Maria Kravchenko,+380721838021,tok_000029,3230********3825,11/33,VISA,CZ,Czechia,357.35,2026-02-11T18:32:41.8210176Z,tx_89aee6e1febf459d9943974b940f01f8
user0025@example.com,Olena Bondarenko,+380907764643,tok_000058,3597********5240,07/28,VISA,PL,Poland,135.97,2026-02-12T15:13:41.8210176Z,tx_99ab0ece513c4bcdb7a23ce53e8c4202
user0018@example.com,Vika Melnyk,+380667434801,tok_000087,1539********8963,12/33,VISA,UA,Ukraine,263.88,2026-01-31T12:11:41.8210176Z,tx_4757808c05a64a7d93932d96ba95607d
user0000@example.com,Maria Tkachenko,+380974349047,tok_000083,5071********8859,01/33,MASTERCARD,ES,Spain,462.45,2026-02-11T10:58:41.8210176Z,tx_be3ba81f05fe46b5bc272d10bedba84f
user0043@example.com,Vika Tkachenko,+380716521507,tok_000006,9097********5815,03/29,AMEX,RO,Romania,61.61,2026-02-13T00:28:41.8210176Z,tx_3765913476cc4eb3ad3823ad8d820c1a
user0044@example.com,Vika Bondarenko,+380621802999,tok_000097,1664********7278,07/32,MASTERCARD,FR,France,25.61,2026-02-02T04:36:41.8210176Z,tx_cfbf5b8f3b2f4017bdc31f16a6a45664
user0012@example.com,Anna Kravchenko,+380869516207,tok_000053,8804********6533,02/32,MASTERCARD,PL,Poland,125.78,2026-02-16T11:34:41.8210176Z,tx_07ee664284b245968e87504d99f09bd5
user0022@example.com,Anna Koval,+380858664448,tok_000113,0651********5985,05/33,VISA,GB,United Kingdom,461.27,2026-02-08T20:34:41.8210176Z,tx_e33da7f355214d878deae34f36a1edbd
